Trend,TimeOfYear,Year,Month,DayOfMonth,HourOfDay,DayType,Load
2.855822,0.8558219,2005,11,9,9,4,62111.5
2.855936,0.8559361,2005,11,9,10,4,63178
2.85605,0.8560502,2005,11,9,11,4,63318.5
2.856164,0.8561644,2005,11,9,12,4,63394.5
2.856279,0.8562785,2005,11,9,13,4,62861.5
2.856393,0.8563927,2005,11,9,14,4,62646.5
2.856507,0.8565068,2005,11,9,15,4,62057
2.856621,0.856621,2005,11,9,16,4,60664
2.856735,0.8567352,2005,11,9,17,4,60309.5
2.856849,0.8568493,2005,11,9,18,4,63721.5
2.856963,0.8569635,2005,11,9,19,4,67810.5
2.857078,0.8570776,2005,11,9,20,4,66210
2.857192,0.8571918,2005,11,9,21,4,62189
2.857306,0.8573059,2005,11,9,22,4,58258.5
2.85742,0.8574201,2005,11,9,23,4,58395
2.857534,0.8575342,2005,11,9,24,4,56961
2.857648,0.8576484,2005,11,10,1,5,53945
2.857763,0.8577626,2005,11,10,2,5,53056
2.857877,0.8578767,2005,11,10,3,5,51824
2.857991,0.8579909,2005,11,10,4,5,49824.5
2.858105,0.858105,2005,11,10,5,5,49555.5
2.858219,0.8582192,2005,11,10,6,5,52132.5
2.858333,0.8583333,2005,11,10,7,5,58430.5
2.858447,0.8584475,2005,11,10,8,5,64172
2.858562,0.8585616,2005,11,10,9,5,65051
2.858676,0.8586758,2005,11,10,10,5,65471
2.85879,0.85879,2005,11,10,11,5,65040.5
2.858904,0.8589041,2005,11,10,12,5,64869.5
2.859018,0.8590183,2005,11,10,13,5,64089.5
2.859132,0.8591324,2005,11,10,14,5,63454
2.859247,0.8592466,2005,11,10,15,5,62541
2.859361,0.8593607,2005,11,10,16,5,60933.5
2.859475,0.8594749,2005,11,10,17,5,60722.5
2.859589,0.859589,2005,11,10,18,5,64175
2.859703,0.8597032,2005,11,10,19,5,67189
2.859817,0.8598174,2005,11,10,20,5,65709
2.859932,0.8599315,2005,11,10,21,5,61688.5
2.860046,0.8600457,2005,11,10,22,5,57924.5
2.86016,0.8601598,2005,11,10,23,5,58194
2.860274,0.860274,2005,11,10,24,5,56883.5
2.860388,0.8603881,2005,11,11,1,6,53307
2.860502,0.8605023,2005,11,11,2,6,51839
2.860616,0.8606164,2005,11,11,3,6,50287
2.860731,0.8607306,2005,11,11,4,6,47420
2.860845,0.8608447,2005,11,11,5,6,45817.5
2.860959,0.8609589,2005,11,11,6,6,45885.5
2.861073,0.8610731,2005,11,11,7,6,47154.5
2.861187,0.8611872,2005,11,11,8,6,48340
2.861301,0.8613014,2005,11,11,9,6,50096.5
2.861416,0.8614155,2005,11,11,10,6,52415.5
2.86153,0.8615297,2005,11,11,11,6,53130.5
2.861644,0.8616438,2005,11,11,12,6,53423.5
2.861758,0.861758,2005,11,11,13,6,55011.5
2.861872,0.8618721,2005,11,11,14,6,53125.5
2.861986,0.8619863,2005,11,11,15,6,50965
2.8621,0.8621005,2005,11,11,16,6,48977.5
2.862215,0.8622146,2005,11,11,17,6,48760.5
2.862329,0.8623288,2005,11,11,18,6,52959.5
2.862443,0.8624429,2005,11,11,19,6,57413
2.862557,0.8625571,2005,11,11,20,6,57211
2.862671,0.8626712,2005,11,11,21,6,55177.5
2.862785,0.8627854,2005,11,11,22,6,52758.5
2.8629,0.8628995,2005,11,11,23,6,54021.5
2.863014,0.8630137,2005,11,11,24,6,53652
2.863128,0.8631279,2005,11,12,1,7,50746.5
2.863242,0.863242,2005,11,12,2,7,49750
2.863356,0.8633562,2005,11,12,3,7,48499.5
2.86347,0.8634703,2005,11,12,4,7,45951.5
2.863584,0.8635845,2005,11,12,5,7,44934.5
2.863699,0.8636986,2005,11,12,6,7,45610
2.863813,0.8638128,2005,11,12,7,7,47299.5
2.863927,0.8639269,2005,11,12,8,7,49298
2.864041,0.8640411,2005,11,12,9,7,51565
2.864155,0.8641553,2005,11,12,10,7,54364.5
2.864269,0.8642694,2005,11,12,11,7,55162.5
2.864384,0.8643836,2005,11,12,12,7,55737
2.864498,0.8644977,2005,11,12,13,7,57563.5
2.864612,0.8646119,2005,11,12,14,7,56143.5
2.864726,0.864726,2005,11,12,15,7,54624
2.86484,0.8648402,2005,11,12,16,7,52993
2.864954,0.8649543,2005,11,12,17,7,52962.5
2.865068,0.8650685,2005,11,12,18,7,56698
2.865183,0.8651826,2005,11,12,19,7,59739
2.865297,0.8652968,2005,11,12,20,7,58563
2.865411,0.865411,2005,11,12,21,7,55701.5
2.865525,0.8655251,2005,11,12,22,7,53271.5
2.865639,0.8656393,2005,11,12,23,7,54422.5
2.865753,0.8657534,2005,11,12,24,7,53778.5
2.865868,0.8658676,2005,11,13,1,1,50949.5
2.865982,0.8659817,2005,11,13,2,1,49924
2.866096,0.8660959,2005,11,13,3,1,48306.5
2.86621,0.86621,2005,11,13,4,1,45525
2.866324,0.8663242,2005,11,13,5,1,44098
2.866438,0.8664384,2005,11,13,6,1,43931
2.866553,0.8665525,2005,11,13,7,1,44652.5
2.866667,0.8666667,2005,11,13,8,1,45482
2.866781,0.8667808,2005,11,13,9,1,47137
2.866895,0.866895,2005,11,13,10,1,49789
2.867009,0.8670091,2005,11,13,11,1,51535.5
2.867123,0.8671233,2005,11,13,12,1,52512.5
2.867237,0.8672374,2005,11,13,13,1,54035.5
2.867352,0.8673516,2005,11,13,14,1,52043
2.867466,0.8674658,2005,11,13,15,1,49676.5
2.86758,0.8675799,2005,11,13,16,1,48227.5
2.867694,0.8676941,2005,11,13,17,1,48164.5
2.867808,0.8678082,2005,11,13,18,1,52667.5
2.867922,0.8679224,2005,11,13,19,1,56825
2.868037,0.8680365,2005,11,13,20,1,57138.5
2.868151,0.8681507,2005,11,13,21,1,55755.5
2.868265,0.8682648,2005,11,13,22,1,53005
2.868379,0.868379,2005,11,13,23,1,53224.5
2.868493,0.8684932,2005,11,13,24,1,52537
2.868607,0.8686073,2005,11,14,1,2,50099.5
2.868721,0.8687215,2005,11,14,2,2,49507
2.868836,0.8688356,2005,11,14,3,2,48761
2.86895,0.8689498,2005,11,14,4,2,46658.5
2.869064,0.8690639,2005,11,14,5,2,46813
2.869178,0.8691781,2005,11,14,6,2,50210
2.869292,0.8692922,2005,11,14,7,2,56864.5
2.869406,0.8694064,2005,11,14,8,2,63118
2.869521,0.8695205,2005,11,14,9,2,64699.5
2.869635,0.8696347,2005,11,14,10,2,65388
2.869749,0.8697489,2005,11,14,11,2,65255.5
2.869863,0.869863,2005,11,14,12,2,65165
2.869977,0.8699772,2005,11,14,13,2,64870.5
2.870091,0.8700913,2005,11,14,14,2,64589
2.870205,0.8702055,2005,11,14,15,2,63698
2.87032,0.8703196,2005,11,14,16,2,62490
2.870434,0.8704338,2005,11,14,17,2,62479.5
2.870548,0.8705479,2005,11,14,18,2,66432.5
2.870662,0.8706621,2005,11,14,19,2,69931
2.870776,0.8707763,2005,11,14,20,2,68474.5
2.87089,0.8708904,2005,11,14,21,2,64475.5
2.871005,0.8710046,2005,11,14,22,2,60137
2.871119,0.8711187,2005,11,14,23,2,60065.5
2.871233,0.8712329,2005,11,14,24,2,58966.5
2.871347,0.871347,2005,11,15,1,3,55825
2.871461,0.8714612,2005,11,15,2,3,54858
2.871575,0.8715753,2005,11,15,3,3,53849
2.871689,0.8716895,2005,11,15,4,3,51776.5
2.871804,0.8718037,2005,11,15,5,3,51370.5
2.871918,0.8719178,2005,11,15,6,3,54085
2.872032,0.872032,2005,11,15,7,3,60317.5
2.872146,0.8721461,2005,11,15,8,3,66615.5
2.87226,0.8722603,2005,11,15,9,3,67430
2.872374,0.8723744,2005,11,15,10,3,68090
2.872489,0.8724886,2005,11,15,11,3,67768.5
2.872603,0.8726027,2005,11,15,12,3,67812.5
2.872717,0.8727169,2005,11,15,13,3,67282
2.872831,0.8728311,2005,11,15,14,3,66825
2.872945,0.8729452,2005,11,15,15,3,65826.5
2.873059,0.8730594,2005,11,15,16,3,64575
2.873174,0.8731735,2005,11,15,17,3,64678
2.873288,0.8732877,2005,11,15,18,3,68378.5
2.873402,0.8734018,2005,11,15,19,3,71302
2.873516,0.873516,2005,11,15,20,3,69491.5
2.87363,0.8736301,2005,11,15,21,3,65331.5
2.873744,0.8737443,2005,11,15,22,3,61010.5
2.873858,0.8738584,2005,11,15,23,3,60784.5
2.873973,0.8739726,2005,11,15,24,3,59193
2.874087,0.8740868,2005,11,16,1,4,55984.5
2.874201,0.8742009,2005,11,16,2,4,54911.5
2.874315,0.8743151,2005,11,16,3,4,53711
2.874429,0.8744292,2005,11,16,4,4,51274.5
2.874543,0.8745434,2005,11,16,5,4,50796.5
2.874658,0.8746575,2005,11,16,6,4,53373.5
2.874772,0.8747717,2005,11,16,7,4,59144
2.874886,0.8748858,2005,11,16,8,4,64575
2.875,0.875,2005,11,16,9,4,66331
2.875114,0.8751142,2005,11,16,10,4,67249.5
2.875228,0.8752283,2005,11,16,11,4,67161.5
2.875342,0.8753425,2005,11,16,12,4,67617
2.875457,0.8754566,2005,11,16,13,4,66804.5
2.875571,0.8755708,2005,11,16,14,4,66588
2.875685,0.8756849,2005,11,16,15,4,66179
2.875799,0.8757991,2005,11,16,16,4,64825.5
2.875913,0.8759132,2005,11,16,17,4,64882.5
2.876027,0.8760274,2005,11,16,18,4,68744
2.876142,0.8761416,2005,11,16,19,4,71824.5
2.876256,0.8762557,2005,11,16,20,4,70013.5
2.87637,0.8763699,2005,11,16,21,4,65788.5
2.876484,0.876484,2005,11,16,22,4,61733
2.876598,0.8765982,2005,11,16,23,4,61580
2.876712,0.8767123,2005,11,16,24,4,60206.5
2.876826,0.8768265,2005,11,17,1,5,57384
2.876941,0.8769406,2005,11,17,2,5,56642
2.877055,0.8770548,2005,11,17,3,5,55673.5
2.877169,0.8771689,2005,11,17,4,5,53568.5
2.877283,0.8772831,2005,11,17,5,5,53177
2.877397,0.8773973,2005,11,17,6,5,56071.5
2.877511,0.8775114,2005,11,17,7,5,62296
2.877626,0.8776256,2005,11,17,8,5,68383.5
2.87774,0.8777397,2005,11,17,9,5,69036.5
2.877854,0.8778539,2005,11,17,10,5,69316
2.877968,0.877968,2005,11,17,11,5,68773
2.878082,0.8780822,2005,11,17,12,5,68353.5
2.878196,0.8781963,2005,11,17,13,5,67492.5
2.878311,0.8783105,2005,11,17,14,5,66815.5
2.878425,0.8784247,2005,11,17,15,5,66118
2.878539,0.8785388,2005,11,17,16,5,64737.5
2.878653,0.878653,2005,11,17,17,5,65186.5
2.878767,0.8787671,2005,11,17,18,5,69906
2.878881,0.8788813,2005,11,17,19,5,73834.5
2.878995,0.8789954,2005,11,17,20,5,72208
2.87911,0.8791096,2005,11,17,21,5,68355.5
2.879224,0.8792237,2005,11,17,22,5,64205.5
2.879338,0.8793379,2005,11,17,23,5,64674.5
2.879452,0.8794521,2005,11,17,24,5,63710.5
2.879566,0.8795662,2005,11,18,1,6,60727
2.87968,0.8796804,2005,11,18,2,6,59918.5
2.879795,0.8797945,2005,11,18,3,6,59047
2.879909,0.8799087,2005,11,18,4,6,56997
2.880023,0.8800228,2005,11,18,5,6,56814
2.880137,0.880137,2005,11,18,6,6,59381.5
2.880251,0.8802511,2005,11,18,7,6,65455.5
2.880365,0.8803653,2005,11,18,8,6,71796
2.880479,0.8804795,2005,11,18,9,6,72554.5
2.880594,0.8805936,2005,11,18,10,6,72890
2.880708,0.8807078,2005,11,18,11,6,71717
2.880822,0.8808219,2005,11,18,12,6,70783.5
2.880936,0.8809361,2005,11,18,13,6,69686.5
2.88105,0.8810502,2005,11,18,14,6,68422
2.881164,0.8811644,2005,11,18,15,6,66814
2.881279,0.8812785,2005,11,18,16,6,65219
2.881393,0.8813927,2005,11,18,17,6,65007.5
2.881507,0.8815068,2005,11,18,18,6,70266
2.881621,0.881621,2005,11,18,19,6,74041.5
2.881735,0.8817352,2005,11,18,20,6,72419
2.881849,0.8818493,2005,11,18,21,6,68776
2.881963,0.8819635,2005,11,18,22,6,65345
2.882078,0.8820776,2005,11,18,23,6,65780
2.882192,0.8821918,2005,11,18,24,6,64868.5
2.882306,0.8823059,2005,11,19,1,7,61832
2.88242,0.8824201,2005,11,19,2,7,60841.5
2.882534,0.8825342,2005,11,19,3,7,59645.5
2.882648,0.8826484,2005,11,19,4,7,57085
2.882763,0.8827626,2005,11,19,5,7,55965.5
2.882877,0.8828767,2005,11,19,6,7,56639
2.882991,0.8829909,2005,11,19,7,7,58506.5
2.883105,0.883105,2005,11,19,8,7,61664
2.883219,0.8832192,2005,11,19,9,7,63838
2.883333,0.8833333,2005,11,19,10,7,65914
2.883447,0.8834475,2005,11,19,11,7,65684
2.883562,0.8835616,2005,11,19,12,7,65017
2.883676,0.8836758,2005,11,19,13,7,65504
2.88379,0.88379,2005,11,19,14,7,63758.5
2.883904,0.8839041,2005,11,19,15,7,61655
2.884018,0.8840183,2005,11,19,16,7,59827
2.884132,0.8841324,2005,11,19,17,7,60013
2.884247,0.8842466,2005,11,19,18,7,65068
2.884361,0.8843607,2005,11,19,19,7,68730.5
2.884475,0.8844749,2005,11,19,20,7,67955
2.884589,0.884589,2005,11,19,21,7,65085.5
2.884703,0.8847032,2005,11,19,22,7,62661.5
2.884817,0.8848174,2005,11,19,23,7,64302
2.884932,0.8849315,2005,11,19,24,7,64101.5
2.885046,0.8850457,2005,11,20,1,1,61490
2.88516,0.8851598,2005,11,20,2,1,60803
2.885274,0.885274,2005,11,20,3,1,59477
2.885388,0.8853881,2005,11,20,4,1,56597
2.885502,0.8855023,2005,11,20,5,1,54985.5
2.885616,0.8856164,2005,11,20,6,1,54936
2.885731,0.8857306,2005,11,20,7,1,55350.5
2.885845,0.8858447,2005,11,20,8,1,56362.5
2.885959,0.8859589,2005,11,20,9,1,58230
2.886073,0.8860731,2005,11,20,10,1,61032
2.886187,0.8861872,2005,11,20,11,1,62158
2.886301,0.8863014,2005,11,20,12,1,62614
2.886416,0.8864155,2005,11,20,13,1,63403
2.88653,0.8865297,2005,11,20,14,1,60683
2.886644,0.8866438,2005,11,20,15,1,57790
2.886758,0.886758,2005,11,20,16,1,55956.5
2.886872,0.8868721,2005,11,20,17,1,56075
2.886986,0.8869863,2005,11,20,18,1,62089.5
2.8871,0.8871005,2005,11,20,19,1,66657
2.887215,0.8872146,2005,11,20,20,1,67295
2.887329,0.8873288,2005,11,20,21,1,66228.5
2.887443,0.8874429,2005,11,20,22,1,63582
2.887557,0.8875571,2005,11,20,23,1,64120
2.887671,0.8876712,2005,11,20,24,1,63533
2.887785,0.8877854,2005,11,21,1,2,61330.5
2.8879,0.8878995,2005,11,21,2,2,61080
2.888014,0.8880137,2005,11,21,3,2,60721.5
2.888128,0.8881279,2005,11,21,4,2,58669
2.888242,0.888242,2005,11,21,5,2,58456
2.888356,0.8883562,2005,11,21,6,2,61886
2.88847,0.8884703,2005,11,21,7,2,68059
2.888584,0.8885845,2005,11,21,8,2,74403
2.888699,0.8886986,2005,11,21,9,2,75537.5
2.888813,0.8888128,2005,11,21,10,2,76246.5
2.888927,0.8889269,2005,11,21,11,2,75670
2.889041,0.8890411,2005,11,21,12,2,74889
2.889155,0.8891553,2005,11,21,13,2,73932.5
2.889269,0.8892694,2005,11,21,14,2,73108.5
2.889384,0.8893836,2005,11,21,15,2,71751
2.889498,0.8894977,2005,11,21,16,2,70070
2.889612,0.8896119,2005,11,21,17,2,70417
2.889726,0.889726,2005,11,21,18,2,75000
2.88984,0.8898402,2005,11,21,19,2,77815
2.889954,0.8899543,2005,11,21,20,2,75996
2.890068,0.8900685,2005,11,21,21,2,71731
2.890183,0.8901826,2005,11,21,22,2,66948
2.890297,0.8902968,2005,11,21,23,2,67179.5
2.890411,0.890411,2005,11,21,24,2,66225
2.890525,0.8905251,2005,11,22,1,3,63179
2.890639,0.8906393,2005,11,22,2,3,62594.5
2.890753,0.8907534,2005,11,22,3,3,61604
2.890868,0.8908676,2005,11,22,4,3,59206
2.890982,0.8909817,2005,11,22,5,3,58724.5
2.891096,0.8910959,2005,11,22,6,3,61256
2.89121,0.89121,2005,11,22,7,3,66388
2.891324,0.8913242,2005,11,22,8,3,70697.5
2.891438,0.8914384,2005,11,22,9,3,70923.5
2.891553,0.8915525,2005,11,22,10,3,71137
2.891667,0.8916667,2005,11,22,11,3,70318
2.891781,0.8917808,2005,11,22,12,3,69794
2.891895,0.891895,2005,11,22,13,3,69054.5
2.892009,0.8920091,2005,11,22,14,3,68301
2.892123,0.8921233,2005,11,22,15,3,67223
2.892237,0.8922374,2005,11,22,16,3,65938
2.892352,0.8923516,2005,11,22,17,3,66323.5
2.892466,0.8924658,2005,11,22,18,3,71450
2.89258,0.8925799,2005,11,22,19,3,75155
2.892694,0.8926941,2005,11,22,20,3,73599.5
2.892808,0.8928082,2005,11,22,21,3,70024.5
2.892922,0.8929224,2005,11,22,22,3,66482.5
2.893037,0.8930365,2005,11,22,23,3,67006
2.893151,0.8931507,2005,11,22,24,3,65735
2.893265,0.8932648,2005,11,23,1,4,63166
2.893379,0.893379,2005,11,23,2,4,64817
2.893493,0.8934932,2005,11,23,3,4,64204.5
2.893607,0.8936073,2005,11,23,4,4,61758.5
2.893721,0.8937215,2005,11,23,5,4,61211
2.893836,0.8938356,2005,11,23,6,4,63835
2.89395,0.8939498,2005,11,23,7,4,68592
2.894064,0.8940639,2005,11,23,8,4,72167.5
2.894178,0.8941781,2005,11,23,9,4,73714
2.894292,0.8942922,2005,11,23,10,4,74645.5
2.894406,0.8944064,2005,11,23,11,4,74231.5
2.894521,0.8945205,2005,11,23,12,4,73957
2.894635,0.8946347,2005,11,23,13,4,73141.5
2.894749,0.8947489,2005,11,23,14,4,72647.5
2.894863,0.894863,2005,11,23,15,4,71467.5
2.894977,0.8949772,2005,11,23,16,4,69999.5
2.895091,0.8950913,2005,11,23,17,4,70225.5
2.895205,0.8952055,2005,11,23,18,4,74587.5
2.89532,0.8953196,2005,11,23,19,4,77914.5
2.895434,0.8954338,2005,11,23,20,4,76146
2.895548,0.8955479,2005,11,23,21,4,72381
2.895662,0.8956621,2005,11,23,22,4,68390
2.895776,0.8957763,2005,11,23,23,4,68684.5
2.89589,0.8958904,2005,11,23,24,4,67459.5
2.896005,0.8960046,2005,11,24,1,5,64842
2.896119,0.8961187,2005,11,24,2,5,66778.5
2.896233,0.8962329,2005,11,24,3,5,66031
2.896347,0.896347,2005,11,24,4,5,63468.5
2.896461,0.8964612,2005,11,24,5,5,62715
2.896575,0.8965753,2005,11,24,6,5,65186
2.896689,0.8966895,2005,11,24,7,5,70276
2.896804,0.8968037,2005,11,24,8,5,74314.5
2.896918,0.8969178,2005,11,24,9,5,74650.5
2.897032,0.897032,2005,11,24,10,5,74874.5
2.897146,0.8971461,2005,11,24,11,5,74488.5
2.89726,0.8972603,2005,11,24,12,5,74330
2.897374,0.8973744,2005,11,24,13,5,73973
2.897489,0.8974886,2005,11,24,14,5,73991
2.897603,0.8976027,2005,11,24,15,5,73245
2.897717,0.8977169,2005,11,24,16,5,72113
2.897831,0.8978311,2005,11,24,17,5,72531
2.897945,0.8979452,2005,11,24,18,5,76187.5
2.898059,0.8980594,2005,11,24,19,5,78391.5
2.898174,0.8981735,2005,11,24,20,5,76039
2.898288,0.8982877,2005,11,24,21,5,72107.5
2.898402,0.8984018,2005,11,24,22,5,68179
2.898516,0.898516,2005,11,24,23,5,68367.5
2.89863,0.8986301,2005,11,24,24,5,67194
2.898744,0.8987443,2005,11,25,1,6,64189
2.898858,0.8988584,2005,11,25,2,6,66007.5
2.898973,0.8989726,2005,11,25,3,6,65131.5
2.899087,0.8990868,2005,11,25,4,6,62612.5
2.899201,0.8992009,2005,11,25,5,6,61655
2.899315,0.8993151,2005,11,25,6,6,64272
2.899429,0.8994292,2005,11,25,7,6,69913
2.899543,0.8995434,2005,11,25,8,6,76132.5
2.899658,0.8996575,2005,11,25,9,6,76658.5
2.899772,0.8997717,2005,11,25,10,6,77388
2.899886,0.8998858,2005,11,25,11,6,77130
2.9,0.9,2005,11,25,12,6,76866.5
2.900114,0.9001142,2005,11,25,13,6,76378
2.900228,0.9002283,2005,11,25,14,6,75807
2.900342,0.9003425,2005,11,25,15,6,74806
2.900457,0.9004566,2005,11,25,16,6,73463
2.900571,0.9005708,2005,11,25,17,6,73536.5
2.900685,0.9006849,2005,11,25,18,6,77815
2.900799,0.9007991,2005,11,25,19,6,80235
2.900913,0.9009132,2005,11,25,20,6,78028.5
2.901027,0.9010274,2005,11,25,21,6,74140
2.901142,0.9011416,2005,11,25,22,6,70648
2.901256,0.9012557,2005,11,25,23,6,71318.5
2.90137,0.9013699,2005,11,25,24,6,70181.5
2.901484,0.901484,2005,11,26,1,7,66976
2.901598,0.9015982,2005,11,26,2,7,65964.5
2.901712,0.9017123,2005,11,26,3,7,64503
2.901826,0.9018265,2005,11,26,4,7,61658.5
2.901941,0.9019406,2005,11,26,5,7,60294.5
2.902055,0.9020548,2005,11,26,6,7,60706.5
2.902169,0.9021689,2005,11,26,7,7,62457
2.902283,0.9022831,2005,11,26,8,7,65783
2.902397,0.9023973,2005,11,26,9,7,68138.5
2.902511,0.9025114,2005,11,26,10,7,70812
2.902626,0.9026256,2005,11,26,11,7,71134
2.90274,0.9027397,2005,11,26,12,7,71049
2.902854,0.9028539,2005,11,26,13,7,71733
2.902968,0.902968,2005,11,26,14,7,70075.5
2.903082,0.9030822,2005,11,26,15,7,68099.5
2.903196,0.9031963,2005,11,26,16,7,66229
2.903311,0.9033105,2005,11,26,17,7,66262.5
2.903425,0.9034247,2005,11,26,18,7,70813.5
2.903539,0.9035388,2005,11,26,19,7,73513
2.903653,0.903653,2005,11,26,20,7,72253.5
2.903767,0.9037671,2005,11,26,21,7,69372
2.903881,0.9038813,2005,11,26,22,7,66715
2.903995,0.9039954,2005,11,26,23,7,68257.5
2.90411,0.9041096,2005,11,26,24,7,67460.5
2.904224,0.9042237,2005,11,27,1,1,65031
2.904338,0.9043379,2005,11,27,2,1,64232
2.904452,0.9044521,2005,11,27,3,1,62953
2.904566,0.9045662,2005,11,27,4,1,59874
2.90468,0.9046804,2005,11,27,5,1,57973
2.904795,0.9047945,2005,11,27,6,1,57760.5
2.904909,0.9049087,2005,11,27,7,1,58005.5
2.905023,0.9050228,2005,11,27,8,1,59127.5
2.905137,0.905137,2005,11,27,9,1,60847
2.905251,0.9052511,2005,11,27,10,1,63706
2.905365,0.9053653,2005,11,27,11,1,65342.5
2.905479,0.9054795,2005,11,27,12,1,65912
2.905594,0.9055936,2005,11,27,13,1,67089
2.905708,0.9057078,2005,11,27,14,1,65147.5
2.905822,0.9058219,2005,11,27,15,1,62643.5
2.905936,0.9059361,2005,11,27,16,1,61114.5
2.90605,0.9060502,2005,11,27,17,1,61550
2.906164,0.9061644,2005,11,27,18,1,66137
2.906279,0.9062785,2005,11,27,19,1,69553.5
2.906393,0.9063927,2005,11,27,20,1,70030
2.906507,0.9065068,2005,11,27,21,1,68783
2.906621,0.906621,2005,11,27,22,1,65883
2.906735,0.9067352,2005,11,27,23,1,66256
2.906849,0.9068493,2005,11,27,24,1,65502
2.906963,0.9069635,2005,11,28,1,2,63186.5
2.907078,0.9070776,2005,11,28,2,2,62919
2.907192,0.9071918,2005,11,28,3,2,62174
2.907306,0.9073059,2005,11,28,4,2,59950.5
2.90742,0.9074201,2005,11,28,5,2,59613.5
2.907534,0.9075342,2005,11,28,6,2,62834
2.907648,0.9076484,2005,11,28,7,2,67977
2.907763,0.9077626,2005,11,28,8,2,72433.5
2.907877,0.9078767,2005,11,28,9,2,73410.5
2.907991,0.9079909,2005,11,28,10,2,73983
2.908105,0.908105,2005,11,28,11,2,73763.5
2.908219,0.9082192,2005,11,28,12,2,73607
2.908333,0.9083333,2005,11,28,13,2,73191
2.908447,0.9084475,2005,11,28,14,2,73044
2.908562,0.9085616,2005,11,28,15,2,72060.5
2.908676,0.9086758,2005,11,28,16,2,70687
2.90879,0.90879,2005,11,28,17,2,71075.5
2.908904,0.9089041,2005,11,28,18,2,75023
2.909018,0.9090183,2005,11,28,19,2,77406
2.909132,0.9091324,2005,11,28,20,2,75607
2.909247,0.9092466,2005,11,28,21,2,71844
2.909361,0.9093607,2005,11,28,22,2,67487.5
2.909475,0.9094749,2005,11,28,23,2,67795
2.909589,0.909589,2005,11,28,24,2,66463.5
2.909703,0.9097032,2005,11,29,1,3,63629.5
2.909817,0.9098174,2005,11,29,2,3,65485
2.909932,0.9099315,2005,11,29,3,3,64592
2.910046,0.9100457,2005,11,29,4,3,61994.5
2.91016,0.9101598,2005,11,29,5,3,61145.5
2.910274,0.910274,2005,11,29,6,3,63928
2.910388,0.9103881,2005,11,29,7,3,69094
2.910502,0.9105023,2005,11,29,8,3,73554.5
2.910616,0.9106164,2005,11,29,9,3,73987.5
2.910731,0.9107306,2005,11,29,10,3,74298.5
2.910845,0.9108447,2005,11,29,11,3,74139.5
2.910959,0.9109589,2005,11,29,12,3,73940.5
2.911073,0.9110731,2005,11,29,13,3,73376.5
2.911187,0.9111872,2005,11,29,14,3,73298.5
2.911301,0.9113014,2005,11,29,15,3,72493.5
2.911416,0.9114155,2005,11,29,16,3,71408.5
2.91153,0.9115297,2005,11,29,17,3,71703.5
2.911644,0.9116438,2005,11,29,18,3,75744.5
2.911758,0.911758,2005,11,29,19,3,78372
2.911872,0.9118721,2005,11,29,20,3,76671
2.911986,0.9119863,2005,11,29,21,3,72793
2.9121,0.9121005,2005,11,29,22,3,68765.5
2.912215,0.9122146,2005,11,29,23,3,69118.5
2.912329,0.9123288,2005,11,29,24,3,67579.5
2.912443,0.9124429,2005,11,30,1,4,64811
2.912557,0.9125571,2005,11,30,2,4,66808.5
2.912671,0.9126712,2005,11,30,3,4,65813
2.912785,0.9127854,2005,11,30,4,4,63355.5
2.9129,0.9128995,2005,11,30,5,4,62784
2.913014,0.9130137,2005,11,30,6,4,65328
2.913128,0.9131279,2005,11,30,7,4,70089.5
2.913242,0.913242,2005,11,30,8,4,74187.5
2.913356,0.9133562,2005,11,30,9,4,75597.5
2.91347,0.9134703,2005,11,30,10,4,76463
2.913584,0.9135845,2005,11,30,11,4,76086
2.913699,0.9136986,2005,11,30,12,4,75890
2.913813,0.9138128,2005,11,30,13,4,75235.5
2.913927,0.9139269,2005,11,30,14,4,74951.5
2.914041,0.9140411,2005,11,30,15,4,74023.5
2.914155,0.9141553,2005,11,30,16,4,72581.5
2.914269,0.9142694,2005,11,30,17,4,73100
2.914384,0.9143836,2005,11,30,18,4,76980.5
2.914498,0.9144977,2005,11,30,19,4,79307
2.914612,0.9146119,2005,11,30,20,4,77498.5
2.914726,0.914726,2005,11,30,21,4,73539
2.91484,0.9148402,2005,11,30,22,4,69649.5
2.914954,0.9149543,2005,11,30,23,4,69771
2.915068,0.9150685,2005,11,30,24,4,68786.5
2.915183,0.9151826,2005,12,1,1,5,66400.5
2.915297,0.9152968,2005,12,1,2,5,68301
2.915411,0.915411,2005,12,1,3,5,67300
2.915525,0.9155251,2005,12,1,4,5,64567.5
2.915639,0.9156393,2005,12,1,5,5,63815
2.915753,0.9157534,2005,12,1,6,5,66089.5
2.915868,0.9158676,2005,12,1,7,5,71613
2.915982,0.9159817,2005,12,1,8,5,77271.5
2.916096,0.9160959,2005,12,1,9,5,77605
2.91621,0.91621,2005,12,1,10,5,77264.5
2.916324,0.9163242,2005,12,1,11,5,76755
2.916438,0.9164384,2005,12,1,12,5,76819
2.916553,0.9165525,2005,12,1,13,5,75894
2.916667,0.9166667,2005,12,1,14,5,75112.5
2.916781,0.9167808,2005,12,1,15,5,73844
2.916895,0.916895,2005,12,1,16,5,72446
2.917009,0.9170091,2005,12,1,17,5,73084
2.917123,0.9171233,2005,12,1,18,5,77869.5
2.917237,0.9172374,2005,12,1,19,5,80182
2.917352,0.9173516,2005,12,1,20,5,78403.5
